Orthogroup	JU1373.longest	NIC58.longest	PX356.longest	PX439.longest	PX506.protein	PX534.longest	c_brenneri.longest	c_briggsae.longest	c_elegans.longest	c_inopinata.protein	c_nigoni.longest	c_remanei_washu.longest	c_sinica.longest
OG0035327									WBGene00020769				
OG0035328									WBGene00020773				
OG0035329									WBGene00020778				
OG0035330									WBGene00020795				
OG0035331									WBGene00020805				
OG0035332									WBGene00020828				
OG0035333									WBGene00020829				
OG0035334									WBGene00020860				
OG0035335									WBGene00020871				
OG0035336									WBGene00020899				
OG0035337									WBGene00020922				
OG0035338									WBGene00020923				
OG0035339									WBGene00020948				
OG0035340									WBGene00021029				
OG0035341									WBGene00021031				
OG0035342									WBGene00021045				
OG0035343									WBGene00021105				
OG0035344									WBGene00021120				
OG0035345									WBGene00021126				
OG0035346									WBGene00021150				
OG0035347									WBGene00021173				
OG0035348									WBGene00021241				
OG0035349									WBGene00021243				
OG0035350									WBGene00021250				
OG0035351									WBGene00021251				
OG0035352									WBGene00021257				
OG0035353									WBGene00021263				
OG0035354									WBGene00021284				
OG0035355									WBGene00021285				
OG0035356									WBGene00021293				
OG0035357									WBGene00021301				
OG0035358									WBGene00021303				
OG0035359									WBGene00021317				
OG0035360									WBGene00021364				
OG0035361									WBGene00021385				
OG0035362									WBGene00021438				
OG0035363									WBGene00021447				
OG0035364									WBGene00021485				
OG0035365									WBGene00021516				
OG0035366									WBGene00021530				
OG0035367									WBGene00021592				
OG0035368									WBGene00021598				
OG0035369									WBGene00021600				
OG0035370									WBGene00021617				
OG0035371									WBGene00021641				
OG0035372									WBGene00021672				
OG0035373									WBGene00021700				
OG0035374									WBGene00021705				
OG0035375									WBGene00021713				
OG0035376									WBGene00021716				
OG0035377									WBGene00021718				
OG0035378									WBGene00021729				
OG0035379									WBGene00021730				
OG0035380									WBGene00021786				
OG0035381									WBGene00021803				
OG0035382									WBGene00021804				
OG0035383									WBGene00021822				
OG0035384									WBGene00021833				
OG0035385									WBGene00021837				
OG0035386									WBGene00021853				
OG0035387									WBGene00021863				
OG0035388									WBGene00021891				
OG0035389									WBGene00021964				
OG0035390									WBGene00021966				
OG0035391									WBGene00022111				
OG0035392									WBGene00022116				
OG0035393									WBGene00022198				
OG0035394									WBGene00022209				
OG0035395									WBGene00022210				
OG0035396									WBGene00022213				
OG0035397									WBGene00022221				
OG0035398									WBGene00022290				
OG0035399									WBGene00022303				
OG0035400									WBGene00022317				
OG0035401									WBGene00022338				
OG0035402									WBGene00022339				
OG0035403									WBGene00022343				
OG0035404									WBGene00022352				
OG0035405									WBGene00022357				
OG0035406									WBGene00022395				
OG0035407									WBGene00022410				
OG0035408									WBGene00022421				
OG0035409									WBGene00022439				
OG0035410									WBGene00022497				
OG0035411									WBGene00022508				
OG0035412									WBGene00022544				
OG0035413									WBGene00022550				
OG0035414									WBGene00022553				
OG0035415									WBGene00022554				
OG0035416									WBGene00022581				
OG0035417									WBGene00022600				
OG0035418									WBGene00022619				
OG0035419									WBGene00022648				
OG0035420									WBGene00022660				
OG0035421									WBGene00022669				
OG0035422									WBGene00022713				
OG0035423									WBGene00022724				
OG0035424									WBGene00022726				
OG0035425									WBGene00022746				
OG0035426									WBGene00022791				
OG0035427									WBGene00022884				
OG0035428									WBGene00023172				
OG0035429									WBGene00023413				
OG0035430									WBGene00023459				
OG0035431									WBGene00043297				
OG0035432									WBGene00043469				
OG0035433									WBGene00043952				
OG0035434									WBGene00043984				
OG0035435									WBGene00044137				
OG0035436									WBGene00044140				
OG0035437									WBGene00044141				
OG0035438									WBGene00044146				
OG0035439									WBGene00044154				
OG0035440									WBGene00044157				
OG0035441									WBGene00044178				
OG0035442									WBGene00044182				
OG0035443									WBGene00044183				
OG0035444									WBGene00044185				
OG0035445									WBGene00044192				
OG0035446									WBGene00044206				
OG0035447									WBGene00044230				
OG0035448									WBGene00044239				
OG0035449									WBGene00044245				
OG0035450									WBGene00044246				
OG0035451									WBGene00044249				
OG0035452									WBGene00044256				
OG0035453									WBGene00044258				
OG0035454									WBGene00044265				
OG0035455									WBGene00044278				
OG0035456									WBGene00044317				
OG0035457									WBGene00044368				
OG0035458									WBGene00044374				
OG0035459									WBGene00044375				
OG0035460									WBGene00044376				
OG0035461									WBGene00044380				
OG0035462									WBGene00044382				
OG0035463									WBGene00044415				
OG0035464									WBGene00044420				
OG0035465									WBGene00044441				
OG0035466									WBGene00044443				
OG0035467									WBGene00044454				
OG0035468									WBGene00044473				
OG0035469									WBGene00044491				
OG0035470									WBGene00044502				
OG0035471									WBGene00044516				
OG0035472									WBGene00044518				
OG0035473									WBGene00044524				
OG0035474									WBGene00044526				
OG0035475									WBGene00044527				
OG0035476									WBGene00044537				
OG0035477									WBGene00044541				
OG0035478									WBGene00044545				
OG0035479									WBGene00044548				
OG0035480									WBGene00044560				
OG0035481									WBGene00044561				
OG0035482									WBGene00044562				
OG0035483									WBGene00044565				
OG0035484									WBGene00044579				
OG0035485									WBGene00044658				
OG0035486									WBGene00044741				
OG0035487									WBGene00044742				
OG0035488									WBGene00044755				
OG0035489									WBGene00044789				
OG0035490									WBGene00044897				
OG0035491									WBGene00044987				
OG0035492									WBGene00044998				
OG0035493									WBGene00045078				
OG0035494									WBGene00045096				
OG0035495									WBGene00045128				
OG0035496									WBGene00045144				
OG0035497									WBGene00045261				
OG0035498									WBGene00045271				
OG0035499									WBGene00045272				
OG0035500									WBGene00045362				
OG0035501									WBGene00045396				
OG0035502									WBGene00045398				
OG0035503									WBGene00045402				
OG0035504									WBGene00045416				
OG0035505									WBGene00045417				
OG0035506									WBGene00045480				
OG0035507									WBGene00045513				
OG0035508									WBGene00050879				
OG0035509									WBGene00050893				
OG0035510									WBGene00050910				
OG0035511									WBGene00050939				
OG0035512									WBGene00050947				
OG0035513									WBGene00050965				
OG0035514									WBGene00077439				
OG0035515									WBGene00077522				
OG0035516									WBGene00077546				
OG0035517									WBGene00077563				
OG0035518									WBGene00077583				
OG0035519									WBGene00077585				
OG0035520									WBGene00077703				
OG0035521									WBGene00077752				
OG0035522									WBGene00077764				
OG0035523									WBGene00077766				
OG0035524									WBGene00086553				
OG0035525									WBGene00086556				
OG0035526									WBGene00086560				
OG0035527									WBGene00086564				
OG0035528									WBGene00086568				
OG0035529									WBGene00138719				
OG0035530									WBGene00138724				
OG0035531									WBGene00175031				
OG0035532									WBGene00185077				
OG0035533									WBGene00185092				
OG0035534									WBGene00185095				
OG0035535									WBGene00185096				
OG0035536									WBGene00185101				
OG0035537									WBGene00185118				
OG0035538									WBGene00189930				
OG0035539									WBGene00189931				
OG0035540									WBGene00189932				
OG0035541									WBGene00189943				
OG0035542									WBGene00194672				
OG0035543									WBGene00194679				
OG0035544									WBGene00194680				
OG0035545									WBGene00194682				
OG0035546									WBGene00194689				
OG0035547									WBGene00194695				
OG0035548									WBGene00194699				
OG0035549									WBGene00194708				
OG0035550									WBGene00194711				
OG0035551									WBGene00194729				
OG0035552									WBGene00194731				
OG0035553									WBGene00194744				
OG0035554									WBGene00194803				
OG0035555									WBGene00194832				
OG0035556									WBGene00194866				
OG0035557									WBGene00194867				
OG0035558									WBGene00194868				
OG0035559									WBGene00194871				
OG0035560									WBGene00194890				
OG0035561									WBGene00194894				
OG0035562									WBGene00194898				
OG0035563									WBGene00194902				
OG0035564									WBGene00194906				
OG0035565									WBGene00194907				
OG0035566									WBGene00194908				
OG0035567									WBGene00194914				
OG0035568									WBGene00194917				
OG0035569									WBGene00194918				
OG0035570									WBGene00194919				
OG0035571									WBGene00194920				
OG0035572									WBGene00194922				
OG0035573									WBGene00194927				
OG0035574									WBGene00194930				
OG0035575									WBGene00194931				
OG0035576									WBGene00194940				
OG0035577									WBGene00194952				
OG0035578									WBGene00194955				
OG0035579									WBGene00194982				
OG0035580									WBGene00194983				
OG0035581									WBGene00194998				
OG0035582									WBGene00195003				
OG0035583									WBGene00195006				
OG0035584									WBGene00195011				
OG0035585									WBGene00195012				
OG0035586									WBGene00195046				
